[2023-07-07 08:29:17] [world] The Player <Funget114514> has picked 3 of STICK at X= -28, Y= 63, Z= -288 | 
[2023-07-07 10:40:17] [world_the_end] The Player <wegwe> has picked 1 of ENDER_PEARL at X= 331, Y= 1, Z= 7 | 
[2023-07-07 10:40:18] [world_the_end] The Player <wegwe> has picked 1 of ENDER_PEARL at X= 331, Y= 1, Z= 6 | 
[2023-07-07 10:40:30] [world] The Player <Xw114> has picked 1 of BOOK at X= -38, Y= 72, Z= -184 | ¡ì5Elite Impaling Enchanted Book
[2023-07-07 10:40:32] [world] The Player <Funget114514> has picked 1 of BOOK at X= -55, Y= 69, Z= -167 | ¡ì5Elite Sharpness Enchanted Book
[2023-07-07 10:40:32] [world] The Player <Funget114514> has picked 1 of ROTTEN_FLESH at X= -55, Y= 69, Z= -167 | 
[2023-07-07 10:40:33] [world] The Player <Funget114514> has picked 2 of ROTTEN_FLESH at X= -50, Y= 70, Z= -168 | 
[2023-07-07 10:40:33] [world] The Player <Xw114> has picked 1 of ROTTEN_FLESH at X= -35, Y= 72, Z= -185 | 
[2023-07-07 10:40:39] [world] The Player <Xw114> has picked 1 of ROTTEN_FLESH at X= -41, Y= 72, Z= -189 | 
[2023-07-07 10:41:00] [world] The Player <Xw114> has picked 1 of WRITTEN_BOOK at X= -40, Y= 72, Z= -188 | 
[2023-07-07 10:41:00] [world] The Player <Xw114> has picked 1 of WRITTEN_BOOK at X= -39, Y= 72, Z= -188 | 
[2023-07-07 10:42:40] [world] The Player <Funget114514> has picked 1 of ROTTEN_FLESH at X= -9, Y= 72, Z= -183 | 
[2023-07-07 10:42:42] [world] The Player <wegwe> has picked 3 of SUGAR_CANE at X= 38, Y= 63, Z= -274 | 
[2023-07-07 10:42:43] [world] The Player <wegwe> has picked 1 of IRON_INGOT at X= 38, Y= 62, Z= -273 | 
[2023-07-07 10:42:43] [world] The Player <wegwe> has picked 1 of DIRT at X= 38, Y= 62, Z= -273 | 
[2023-07-07 10:42:47] [world] The Player <Funget114514> has picked 1 of IRON_HELMET at X= -11, Y= 75, Z= -203 | ¡ì7ÆðÒåÕßÍ·¿ø
[2023-07-07 10:42:47] [world] The Player <Funget114514> has picked 6 of ROTTEN_FLESH at X= -13, Y= 75, Z= -203 | 
[2023-07-07 10:42:51] [world] The Player <Enderlava> has picked 1 of WOODEN_SWORD at X= -11, Y= 75, Z= -203 | ¡ì7¿ÉÐ¦µÄÄ§ÈË
[2023-07-07 10:42:56] [world] The Player <wegwe> has picked 1 of SUGAR_CANE at X= 38, Y= 64, Z= -272 | 
[2023-07-07 10:42:56] [world] The Player <wegwe> has picked 1 of SUGAR_CANE at X= 39, Y= 64, Z= -272 | 
[2023-07-07 10:42:56] [world] The Player <wegwe> has picked 1 of SUGAR_CANE at X= 38, Y= 63, Z= -271 | 
[2023-07-07 10:42:57] [world] The Player <Enderlava> has picked 1 of BOOK at X= -12, Y= 74, Z= -200 | ¡ì5Elite Fire Protection Enchanted Book
[2023-07-07 10:42:57] [world] The Player <wegwe> has picked 1 of DIRT at X= 38, Y= 62, Z= -272 | 
[2023-07-07 10:42:58] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 38, Y= 62, Z= -272 | 
[2023-07-07 10:42:58] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 38, Y= 62, Z= -272 | 
[2023-07-07 10:43:05] [world] The Player <Enderlava> has picked 2 of DIRT at X= -17, Y= 73, Z= -196 | 
[2023-07-07 10:43:13] [world] The Player <wqe123420> has picked 1 of SAND at X= -10, Y= 75, Z= -202 | 
[2023-07-07 10:43:15] [world] The Player <Funget114514> has picked 1 of WOODEN_SWORD at X= -13, Y= 75, Z= -202 | ¡ì7°×Ö®²»ËÀÍöÁé
[2023-07-07 10:43:15] [world] The Player <Funget114514> has picked 1 of BOOK at X= -12, Y= 74, Z= -200 | ¡ì5Elite Fire Protection Enchanted Book
[2023-07-07 10:43:17] [world] The Player <wqe123420> has picked 64 of NETHERRACK at X= -11, Y= 74, Z= -200 | 
[2023-07-07 10:43:36] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 38, Y= 63, Z= -268 | 
[2023-07-07 10:43:37] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 37, Y= 63, Z= -268 | 
[2023-07-07 10:43:37] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 37, Y= 63, Z= -267 | 
[2023-07-07 10:43:38] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 37, Y= 63, Z= -267 | 
[2023-07-07 10:43:38] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 37, Y= 63, Z= -266 | 
[2023-07-07 10:43:40] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 37, Y= 63, Z= -265 | 
[2023-07-07 10:43:40] [world] The Player <Enderlava> has picked 1 of ENCHANTED_BOOK at X= -15, Y= 74, Z= -199 | ¡ì4ÕÜÀíÂ×±¦µä
[2023-07-07 10:43:41] [world] The Player <wegwe> has picked 5 of COBBLESTONE at X= 37, Y= 63, Z= -265 | 
[2023-07-07 10:43:41] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 37, Y= 63, Z= -263 | 
[2023-07-07 10:43:42] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 37, Y= 64, Z= -262 | 
[2023-07-07 10:43:42] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 37, Y= 64, Z= -261 | 
[2023-07-07 10:43:43] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 37, Y= 64, Z= -260 | 
[2023-07-07 10:43:43] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 37, Y= 63, Z= -261 | 
[2023-07-07 10:43:43] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 37, Y= 63, Z= -260 | 
[2023-07-07 10:43:46] [world] The Player <Funget114514> has picked 2 of DIRT at X= -15, Y= 74, Z= -199 | 
[2023-07-07 10:43:53] [world] The Player <Funget114514> has picked 59 of FIREWORK_ROCKET at X= -11, Y= 74, Z= -201 | 
[2023-07-07 10:43:53] [world] The Player <Funget114514> has picked 1 of SAND at X= -10, Y= 75, Z= -203 | 
[2023-07-07 10:43:57] [world] The Player <Funget114514> has picked 1 of BOOK at X= -10, Y= 74, Z= -200 | ¡ì5Elite Fire Protection Enchanted Book
[2023-07-07 10:43:57] [world] The Player <Funget114514> has picked 63 of ARROW at X= -11, Y= 74, Z= -201 | 
[2023-07-07 10:43:59] [world] The Player <Funget114514> has picked 1 of WOODEN_SWORD at X= -10, Y= 74, Z= -200 | ¡ì7°×Ö®²»ËÀÍöÁé
[2023-07-07 10:44:09] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 38, Y= 63, Z= -259 | 
[2023-07-07 10:44:10] [world] The Player <wegwe> has picked 5 of COBBLESTONE at X= 38, Y= 63, Z= -259 | 
[2023-07-07 10:44:11] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 37, Y= 64, Z= -257 | 
[2023-07-07 10:44:11] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 37, Y= 63, Z= -256 | 
[2023-07-07 10:44:11] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 38, Y= 63, Z= -256 | 
[2023-07-07 10:44:12] [world] The Player <wegwe> has picked 2 of COBBLESTONE at X= 37, Y= 63, Z= -256 | 
[2023-07-07 10:44:13] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 37, Y= 63, Z= -254 | 
[2023-07-07 10:44:13] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 37, Y= 63, Z= -254 | 
[2023-07-07 10:44:13] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 37, Y= 63, Z= -253 | 
[2023-07-07 10:44:14] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 37, Y= 64, Z= -253 | 
[2023-07-07 10:44:14] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 37, Y= 63, Z= -252 | 
[2023-07-07 10:44:14] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 38, Y= 63, Z= -252 | 
[2023-07-07 10:44:15] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 37, Y= 64, Z= -251 | 
[2023-07-07 10:44:15] [world] The Player <wegwe> has picked 2 of COBBLESTONE at X= 38, Y= 63, Z= -251 | 
[2023-07-07 10:44:17] [world] The Player <wegwe> has picked 3 of COBBLESTONE at X= 37, Y= 64, Z= -251 | 
[2023-07-07 10:44:19] [world] The Player <wegwe> has picked 3 of COBBLESTONE at X= 37, Y= 62, Z= -249 | 
[2023-07-07 10:44:42] [world] The Player <Funget114514> has picked 1 of NETHERITE_AXE at X= -13, Y= 73, Z= -228 | 
[2023-07-07 10:44:58] [world] The Player <wegwe> has picked 2 of COBBLESTONE at X= 38, Y= 61, Z= -272 | 
[2023-07-07 10:44:58] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 38, Y= 61, Z= -271 | 
[2023-07-07 10:45:03] [world] The Player <wegwe> has picked 1 of DIRT at X= 37, Y= 62, Z= -271 | 
[2023-07-07 10:45:04] [world] The Player <wegwe> has picked 1 of DIRT at X= 38, Y= 61, Z= -271 | 
[2023-07-07 10:46:59] [world] The Player <wegwe> has picked 1 of OAK_PLANKS at X= 23, Y= 65, Z= -295 | 
[2023-07-07 10:47:01] [world] The Player <wegwe> has picked 1 of OAK_PLANKS at X= 24, Y= 65, Z= -295 | 
[2023-07-07 10:47:06] [world] The Player <wegwe> has picked 1 of REDSTONE_TORCH at X= 11, Y= 63, Z= -287 | 
[2023-07-07 10:47:09] [world] The Player <Funget114514> has picked 16 of DIRT at X= -19, Y= 73, Z= -229 | 
[2023-07-07 10:47:09] [world] The Player <Funget114514> has picked 16 of DIRT at X= -17, Y= 71, Z= -231 | 
[2023-07-07 10:47:32] [world] The Player <Funget114514> has picked 3 of ROTTEN_FLESH at X= -12, Y= 69, Z= -229 | 
[2023-07-07 10:48:37] [world] The Player <Enderlava> has picked 13 of TNT at X= -16, Y= 70, Z= -230 | 
[2023-07-07 10:48:37] [world] The Player <Enderlava> has picked 1 of TNT at X= -15, Y= 69, Z= -231 | 
[2023-07-07 10:48:41] [world] The Player <wqe123420> has picked 2 of TNT at X= -11, Y= 73, Z= -230 | 
[2023-07-07 10:48:41] [world] The Player <wqe123420> has picked 1 of TNT at X= -11, Y= 71, Z= -230 | 
[2023-07-07 10:48:42] [world] The Player <wqe123420> has picked 1 of TNT at X= -11, Y= 70, Z= -230 | 
[2023-07-07 10:48:51] [world] The Player <Funget114514> has picked 3 of ROTTEN_FLESH at X= -14, Y= 74, Z= -235 | 
[2023-07-07 10:48:54] [world] The Player <Enderlava> has picked 4 of TNT at X= -17, Y= 70, Z= -231 | 
[2023-07-07 10:48:56] [world] The Player <Enderlava> has picked 1 of TNT at X= -11, Y= 69, Z= -228 | 
[2023-07-07 10:51:39] [world] The Player <Funget114514> has picked 2 of DIRT at X= -5, Y= 73, Z= -239 | 
[2023-07-07 10:51:42] [world] The Player <Funget114514> has picked 1 of TORCH at X= -5, Y= 73, Z= -239 | 
[2023-07-07 10:51:44] [world] The Player <Funget114514> has picked 1 of WRITTEN_BOOK at X= -5, Y= 73, Z= -239 | 
[2023-07-07 10:51:51] [world] The Player <Funget114514> has picked 2 of ANDESITE at X= -5, Y= 73, Z= -239 | 
[2023-07-07 10:51:53] [world] The Player <Funget114514> has picked 4 of FEATHER at X= -5, Y= 73, Z= -239 | 
[2023-07-07 10:56:58] [world] The Player <wqe123420> has picked 1 of COBBLESTONE at X= -63, Y= 75, Z= -232 | 
[2023-07-07 10:57:01] [world] The Player <wqe123420> has picked 64 of NETHERRACK at X= -63, Y= 75, Z= -232 | 
[2023-07-07 10:57:07] [world] The Player <wqe123420> has picked 1 of BIRCH_LOG at X= -62, Y= 74, Z= -232 | 
[2023-07-07 10:57:08] [world] The Player <wqe123420> has picked 64 of NETHERRACK at X= -62, Y= 74, Z= -232 | 
[2023-07-07 10:58:24] [world] The Player <Xw114> has picked 1 of BIRCH_BUTTON at X= -48, Y= 75, Z= -221 | 
[2023-07-07 10:58:46] [world] The Player <wqe123420> has picked 1 of TNT at X= -43, Y= 77, Z= -220 | 
[2023-07-07 10:58:47] [world] The Player <wqe123420> has picked 2 of TNT at X= -43, Y= 77, Z= -222 | 
[2023-07-07 10:58:47] [world] The Player <wqe123420> has picked 1 of TNT at X= -43, Y= 77, Z= -221 | 
[2023-07-07 10:58:49] [world] The Player <Xw114> has picked 1 of TNT at X= -45, Y= 76, Z= -221 | 
[2023-07-07 10:58:50] [world] The Player <wqe123420> has picked 3 of TNT at X= -41, Y= 75, Z= -221 | 
[2023-07-07 10:58:56] [world] The Player <Xw114> has picked 1 of BIRCH_BUTTON at X= -43, Y= 77, Z= -222 | 
[2023-07-07 10:59:06] [world] The Player <wqe123420> has picked 1 of BIRCH_BUTTON at X= -47, Y= 75, Z= -220 | 
[2023-07-07 10:59:36] [world] The Player <wqe123420> has picked 1 of BIRCH_BUTTON at X= -43, Y= 76, Z= -212 | 
[2023-07-07 10:59:59] [world] The Player <wqe123420> has picked 1 of TNT at X= -46, Y= 73, Z= -188 | 
[2023-07-07 11:00:08] [world] The Player <wqe123420> has picked 1 of BIRCH_BUTTON at X= -47, Y= 73, Z= -188 | 
[2023-07-07 11:00:40] [world] The Player <wqe123420> has picked 1 of BIRCH_BUTTON at X= -27, Y= 75, Z= -222 | 
[2023-07-07 11:00:54] [world] The Player <wqe123420> has picked 2 of TNT at X= -35, Y= 75, Z= -226 | 
[2023-07-07 11:01:01] [world] The Player <wqe123420> has picked 1 of BIRCH_BUTTON at X= -33, Y= 76, Z= -227 | 
[2023-07-07 11:01:01] [world] The Player <wqe123420> has picked 1 of TNT at X= -32, Y= 75, Z= -228 | 
[2023-07-07 11:01:06] [world] The Player <wqe123420> has picked 1 of TNT at X= -33, Y= 75, Z= -228 | 
[2023-07-07 11:01:13] [world] The Player <wqe123420> has picked 1 of BIRCH_BUTTON at X= -34, Y= 76, Z= -226 | 
[2023-07-07 11:02:53] [world] The Player <Funget114514> has picked 1 of SAND at X= -23, Y= 63, Z= -289 | 
[2023-07-07 11:03:32] [world] The Player <Funget114514> has picked 1 of WRITTEN_BOOK at X= -17, Y= 67, Z= -259 | 
[2023-07-07 11:03:33] [world] The Player <Funget114514> has picked 1 of DIRT at X= -20, Y= 66, Z= -259 | 
[2023-07-07 11:04:38] [world] The Player <Xw114> has picked 26 of BAMBOO at X= 0, Y= 78, Z= -208 | 
[2023-07-07 11:05:21] [world] The Player <Xw114> has picked 1 of BAMBOO at X= -4, Y= 77, Z= -210 | 
[2023-07-07 11:09:34] [world] The Player <Xw114> has picked 1 of SAND at X= 18, Y= 62, Z= -288 | 
[2023-07-07 11:09:38] [world] The Player <Xw114> has picked 6 of SAND at X= 17, Y= 61, Z= -289 | 
[2023-07-07 11:09:39] [world] The Player <Xw114> has picked 1 of SAND at X= 18, Y= 60, Z= -288 | 
[2023-07-07 11:09:40] [world] The Player <Xw114> has picked 1 of SAND at X= 18, Y= 60, Z= -289 | 
[2023-07-07 11:09:44] [world] The Player <Xw114> has picked 4 of SAND at X= 18, Y= 59, Z= -289 | 
[2023-07-07 11:09:50] [world] The Player <Xw114> has picked 1 of SANDSTONE at X= 18, Y= 58, Z= -289 | 
[2023-07-07 11:09:50] [world] The Player <Xw114> has picked 1 of SANDSTONE at X= 18, Y= 57, Z= -289 | 
[2023-07-07 11:09:51] [world] The Player <Xw114> has picked 9 of SANDSTONE at X= 17, Y= 56, Z= -289 | 
[2023-07-07 11:09:54] [world] The Player <Xw114> has picked 1 of SANDSTONE at X= 18, Y= 56, Z= -288 | 
[2023-07-07 11:09:54] [world] The Player <Xw114> has picked 5 of SANDSTONE at X= 18, Y= 56, Z= -288 | 
[2023-07-07 11:09:56] [world] The Player <Xw114> has picked 3 of SANDSTONE at X= 18, Y= 55, Z= -288 | 
[2023-07-07 11:09:57] [world] The Player <Xw114> has picked 2 of SANDSTONE at X= 18, Y= 56, Z= -288 | 
[2023-07-07 11:10:06] [world] The Player <Xw114> has picked 1 of SAND at X= 18, Y= 56, Z= -289 | 
[2023-07-07 11:10:07] [world] The Player <Xw114> has picked 1 of SAND at X= 18, Y= 56, Z= -288 | 
[2023-07-07 11:10:08] [world] The Player <Xw114> has picked 1 of SAND at X= 17, Y= 56, Z= -288 | 
[2023-07-07 11:10:08] [world] The Player <Xw114> has picked 1 of SAND at X= 17, Y= 56, Z= -288 | 
[2023-07-07 11:10:09] [world] The Player <Xw114> has picked 1 of SAND at X= 17, Y= 55, Z= -288 | 
[2023-07-07 11:10:14] [world] The Player <Xw114> has picked 1 of SAND at X= 19, Y= 56, Z= -287 | 
[2023-07-07 11:10:16] [world] The Player <Xw114> has picked 6 of SANDSTONE at X= 18, Y= 56, Z= -289 | 
[2023-07-07 11:10:16] [world] The Player <Xw114> has picked 1 of SANDSTONE at X= 18, Y= 57, Z= -288 | 
[2023-07-07 11:10:18] [world] The Player <Xw114> has picked 1 of SAND at X= 18, Y= 56, Z= -288 | 
[2023-07-07 11:10:42] [world] The Player <Xw114> has picked 7 of SANDSTONE at X= 16, Y= 61, Z= -286 | 
[2023-07-07 11:10:52] [world] The Player <Xw114> has picked 1 of SHULKER_BOX at X= 19, Y= 62, Z= -288 | 
[2023-07-07 11:10:53] [world] The Player <Xw114> has picked 24 of SAND at X= 17, Y= 62, Z= -290 | 
[2023-07-07 11:10:55] [world] The Player <Xw114> has picked 1 of SAND at X= 19, Y= 60, Z= -287 | 
[2023-07-07 11:15:03] [world] The Player <Funget114514> has picked 5 of POWERED_RAIL at X= -21, Y= 75, Z= -214 | 
[2023-07-07 11:15:24] [world] The Player <Funget114514> has picked 1 of POWERED_RAIL at X= -26, Y= 75, Z= -215 | 
[2023-07-07 12:30:31] [world] The Player <wqe123420> has picked 1 of ARROW at X= 11, Y= 70, Z= -254 | 
[2023-07-07 12:30:49] [world] The Player <wqe123420> has picked 2 of BONE at X= 12, Y= 70, Z= -255 | 
[2023-07-07 12:30:50] [world] The Player <wqe123420> has picked 1 of GOLDEN_HELMET at X= 10, Y= 71, Z= -253 | 
[2023-07-07 12:30:51] [world] The Player <wqe123420> has picked 1 of ARROW at X= 10, Y= 70, Z= -254 | 
[2023-07-07 12:30:54] [world] The Player <wqe123420> has picked 7 of ROTTEN_FLESH at X= 11, Y= 71, Z= -253 | 
[2023-07-07 12:30:55] [world] The Player <wqe123420> has picked 1 of GOLDEN_CHESTPLATE at X= 9, Y= 71, Z= -254 | 
[2023-07-07 12:31:01] [world] The Player <wqe123420> has picked 5 of ROTTEN_FLESH at X= 14, Y= 70, Z= -254 | 
[2023-07-07 12:31:09] [world] The Player <wqe123420> has picked 5 of ROTTEN_FLESH at X= 12, Y= 71, Z= -250 | 
[2023-07-07 12:31:11] [world] The Player <wqe123420> has picked 7 of ROTTEN_FLESH at X= 8, Y= 70, Z= -255 | 
[2023-07-07 12:33:11] [world] The Player <wqe123420> has picked 1 of GOLDEN_BOOTS at X= -62, Y= 71, Z= -196 | ¡ìbÁÔ±ª»¤·û
[2023-07-07 12:33:13] [world] The Player <wqe123420> has picked 1 of ROTTEN_FLESH at X= -61, Y= 71, Z= -196 | 
[2023-07-07 12:33:16] [world] The Player <wqe123420> has picked 2 of ARROW at X= -58, Y= 71, Z= -193 | 
[2023-07-07 12:33:44] [world] The Player <wqe123420> has picked 1 of ARROW at X= -63, Y= 67, Z= -177 | 
[2023-07-07 12:33:44] [world] The Player <wqe123420> has picked 1 of BOW at X= -62, Y= 67, Z= -176 | 
[2023-07-07 12:33:53] [world] The Player <wqe123420> has picked 1 of BONE at X= -63, Y= 67, Z= -175 | 
[2023-07-07 12:37:49] [world] The Player <wqe123420> has picked 1 of YELLOW_SHULKER_BOX at X= -27, Y= 63, Z= -287 | ÎäÆ÷1
[2023-07-07 12:37:53] [world] The Player <wqe123420> has picked 1 of YELLOW_SHULKER_BOX at X= -27, Y= 62, Z= -288 | ÎäÆ÷2
