[2023-07-23 14:47:40] [world_nether] The Player <Enderlava> has picked 1 of OAK_BOAT at X= 167, Y= 128, Z= 122 | 
[2023-07-23 18:00:44] [world] The Player <wqe123420> has picked 4 of DIAMOND at X= -26, Y= -59, Z= -236 | 
[2023-07-23 18:00:44] [world] The Player <wqe123420> has picked 3 of DIAMOND at X= -26, Y= -59, Z= -235 | 
[2023-07-23 18:00:51] [world] The Player <wqe123420> has picked 2 of COBBLED_DEEPSLATE at X= -35, Y= -55, Z= -223 | 
[2023-07-23 18:00:51] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -36, Y= -55, Z= -223 | 
[2023-07-23 18:00:51] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -36, Y= -55, Z= -223 | 
[2023-07-23 18:00:53] [world] The Player <wqe123420> has picked 2 of COBBLED_DEEPSLATE at X= -37, Y= -55, Z= -223 | 
[2023-07-23 18:00:53] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -38, Y= -55, Z= -223 | 
[2023-07-23 18:00:54] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -37, Y= -54, Z= -223 | 
[2023-07-23 18:00:55] [world] The Player <wqe123420> has picked 2 of COBBLED_DEEPSLATE at X= -38, Y= -55, Z= -223 | 
[2023-07-23 18:00:55] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -38, Y= -53, Z= -223 | 
[2023-07-23 18:00:55] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -38, Y= -54, Z= -223 | 
[2023-07-23 18:00:56] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -40, Y= -53, Z= -223 | 
[2023-07-23 18:00:56] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -40, Y= -52, Z= -223 | 
[2023-07-23 18:00:58] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -40, Y= -52, Z= -223 | 
[2023-07-23 18:00:58] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -41, Y= -52, Z= -223 | 
[2023-07-23 18:01:00] [world] The Player <wqe123420> has picked 2 of DIAMOND at X= -40, Y= -51, Z= -223 | 
[2023-07-23 18:01:01] [world] The Player <wqe123420> has picked 5 of DIAMOND at X= -41, Y= -52, Z= -223 | 
[2023-07-23 18:01:01] [world] The Player <wqe123420> has picked 3 of DIAMOND at X= -40, Y= -51, Z= -222 | 
[2023-07-23 18:01:02] [world] The Player <wqe123420> has picked 3 of DIAMOND at X= -41, Y= -51, Z= -222 | 
[2023-07-23 18:01:03] [world] The Player <wqe123420> has picked 3 of DIAMOND at X= -40, Y= -51, Z= -223 | 
[2023-07-23 18:01:03] [world] The Player <wqe123420> has picked 3 of DIAMOND at X= -41, Y= -51, Z= -223 | 
[2023-07-23 18:01:04] [world] The Player <wqe123420> has picked 4 of DIAMOND at X= -40, Y= -51, Z= -222 | 
[2023-07-23 18:01:04] [world] The Player <wqe123420> has picked 4 of DIAMOND at X= -41, Y= -51, Z= -222 | 
[2023-07-23 18:01:11] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -35, Y= -55, Z= -227 | 
[2023-07-23 18:01:11] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -35, Y= -56, Z= -227 | 
[2023-07-23 18:01:12] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -36, Y= -55, Z= -227 | 
[2023-07-23 18:01:12] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -36, Y= -56, Z= -227 | 
[2023-07-23 18:01:13] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -37, Y= -55, Z= -227 | 
[2023-07-23 18:01:13] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -37, Y= -56, Z= -227 | 
[2023-07-23 18:01:13] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -38, Y= -55, Z= -227 | 
[2023-07-23 18:01:14] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -38, Y= -56, Z= -227 | 
[2023-07-23 18:01:14] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -39, Y= -55, Z= -227 | 
[2023-07-23 18:01:15] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -39, Y= -56, Z= -227 | 
[2023-07-23 18:01:15] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -40, Y= -55, Z= -227 | 
[2023-07-23 18:01:16] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -40, Y= -56, Z= -227 | 
[2023-07-23 18:01:16] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -41, Y= -55, Z= -227 | 
[2023-07-23 18:01:17] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -41, Y= -56, Z= -227 | 
[2023-07-23 18:01:17] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -41, Y= -55, Z= -227 | 
[2023-07-23 18:01:18] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -42, Y= -56, Z= -227 | 
[2023-07-23 18:01:18] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -43, Y= -55, Z= -227 | 
[2023-07-23 18:01:18] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -43, Y= -56, Z= -227 | 
[2023-07-23 18:01:19] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -44, Y= -55, Z= -227 | 
[2023-07-23 18:01:19] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -44, Y= -56, Z= -227 | 
[2023-07-23 18:01:20] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -45, Y= -56, Z= -227 | 
[2023-07-23 18:01:20] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -45, Y= -56, Z= -227 | 
[2023-07-23 18:01:21] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -45, Y= -56, Z= -227 | 
[2023-07-23 18:01:21] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -46, Y= -56, Z= -227 | 
[2023-07-23 18:01:22] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -46, Y= -57, Z= -227 | 
[2023-07-23 18:01:22] [world] The Player <wqe123420> has picked 3 of DIAMOND at X= -46, Y= -58, Z= -227 | 
[2023-07-23 18:01:23] [world] The Player <wqe123420> has picked 1 of DIAMOND at X= -46, Y= -58, Z= -226 | 
[2023-07-23 18:01:23] [world] The Player <wqe123420> has picked 2 of DIAMOND at X= -46, Y= -58, Z= -226 | 
[2023-07-23 18:01:23] [world] The Player <wqe123420> has picked 1 of DIAMOND at X= -46, Y= -59, Z= -227 | 
[2023-07-23 18:01:23] [world] The Player <wqe123420> has picked 4 of DIAMOND at X= -46, Y= -59, Z= -227 | 
[2023-07-23 18:01:24] [world] The Player <wqe123420> has picked 1 of DIAMOND at X= -46, Y= -59, Z= -226 | 
[2023-07-23 18:01:24] [world] The Player <wqe123420> has picked 1 of DIAMOND at X= -46, Y= -59, Z= -226 | 
[2023-07-23 18:01:24] [world] The Player <wqe123420> has picked 1 of DIAMOND at X= -47, Y= -58, Z= -226 | 
[2023-07-23 18:01:25] [world] The Player <wqe123420> has picked 4 of DIAMOND at X= -46, Y= -59, Z= -226 | 
[2023-07-23 18:01:25] [world] The Player <wqe123420> has picked 1 of DIAMOND at X= -46, Y= -58, Z= -227 | 
[2023-07-23 18:01:26] [world] The Player <wqe123420> has picked 1 of DIAMOND at X= -47, Y= -59, Z= -226 | 
[2023-07-23 18:01:26] [world] The Player <wqe123420> has picked 3 of DIAMOND at X= -47, Y= -59, Z= -226 | 
[2023-07-23 18:01:29] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -40, Y= -55, Z= -227 | 
[2023-07-23 18:01:29] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -40, Y= -56, Z= -226 | 
[2023-07-23 18:01:30] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -40, Y= -56, Z= -225 | 
[2023-07-23 18:01:30] [world] The Player <wqe123420> has picked 3 of DIAMOND at X= -40, Y= -56, Z= -225 | 
[2023-07-23 18:01:31] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -40, Y= -56, Z= -224 | 
[2023-07-23 18:01:31] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -40, Y= -56, Z= -224 | 
[2023-07-23 18:01:32] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -40, Y= -57, Z= -224 | 
[2023-07-23 18:01:32] [world] The Player <wqe123420> has picked 1 of DIAMOND at X= -41, Y= -57, Z= -224 | 
[2023-07-23 18:01:32] [world] The Player <wqe123420> has picked 2 of DIAMOND at X= -41, Y= -57, Z= -224 | 
[2023-07-23 18:01:40] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -26, Y= -54, Z= -222 | 
[2023-07-23 18:01:41] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -26, Y= -53, Z= -222 | 
[2023-07-23 18:01:42] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -24, Y= -53, Z= -222 | 
[2023-07-23 18:01:42] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -24, Y= -53, Z= -222 | 
[2023-07-23 18:01:42] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -25, Y= -52, Z= -222 | 
[2023-07-23 18:01:43] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -23, Y= -52, Z= -222 | 
[2023-07-23 18:01:44] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -23, Y= -51, Z= -222 | 
[2023-07-23 18:01:44] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -24, Y= -52, Z= -222 | 
[2023-07-23 18:01:45] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -22, Y= -51, Z= -222 | 
[2023-07-23 18:01:46] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -22, Y= -52, Z= -222 | 
[2023-07-23 18:01:46] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -22, Y= -51, Z= -222 | 
[2023-07-23 18:01:47] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -22, Y= -51, Z= -222 | 
[2023-07-23 18:01:47] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -21, Y= -51, Z= -222 | 
[2023-07-23 18:01:48] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -20, Y= -50, Z= -222 | 
[2023-07-23 18:01:48] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -20, Y= -51, Z= -222 | 
[2023-07-23 18:01:49] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -20, Y= -51, Z= -222 | 
[2023-07-23 18:01:49] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -20, Y= -51, Z= -221 | 
[2023-07-23 18:01:50] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -20, Y= -50, Z= -220 | 
[2023-07-23 18:01:50] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -20, Y= -51, Z= -220 | 
[2023-07-23 18:01:51] [world] The Player <wqe123420> has picked 1 of DIAMOND at X= -20, Y= -50, Z= -219 | 
[2023-07-23 18:01:51] [world] The Player <wqe123420> has picked 6 of DIAMOND at X= -20, Y= -50, Z= -220 | 
[2023-07-23 18:01:52] [world] The Player <wqe123420> has picked 1 of DIAMOND at X= -20, Y= -49, Z= -219 | 
[2023-07-23 18:01:52] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -19, Y= -50, Z= -220 | 
[2023-07-23 18:01:53] [world] The Player <wqe123420> has picked 3 of DIAMOND at X= -19, Y= -49, Z= -220 | 
[2023-07-23 18:01:53] [world] The Player <wqe123420> has picked 4 of DIAMOND at X= -19, Y= -49, Z= -219 | 
[2023-07-23 18:01:54] [world] The Player <wqe123420> has picked 1 of DIAMOND at X= -19, Y= -48, Z= -220 | 
[2023-07-23 18:01:56] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -20, Y= -51, Z= -219 | 
[2023-07-23 18:01:57] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -19, Y= -50, Z= -219 | 
[2023-07-23 18:01:58] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -19, Y= -51, Z= -219 | 
[2023-07-23 18:01:58] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -18, Y= -50, Z= -219 | 
[2023-07-23 18:01:59] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -17, Y= -50, Z= -219 | 
[2023-07-23 18:01:59] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -19, Y= -51, Z= -219 | 
[2023-07-23 18:02:00] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -17, Y= -51, Z= -219 | 
[2023-07-23 18:02:03] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -17, Y= -52, Z= -219 | 
[2023-07-23 18:02:04] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -17, Y= -53, Z= -219 | 
[2023-07-23 18:02:04] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -17, Y= -54, Z= -219 | 
[2023-07-23 18:02:05] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -17, Y= -55, Z= -219 | 
[2023-07-23 18:02:06] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -17, Y= -56, Z= -219 | 
[2023-07-23 18:02:07] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -17, Y= -55, Z= -220 | 
[2023-07-23 18:02:07] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -17, Y= -56, Z= -220 | 
[2023-07-23 18:02:07] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -17, Y= -57, Z= -220 | 
[2023-07-23 18:02:08] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -18, Y= -56, Z= -220 | 
[2023-07-23 18:02:08] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -18, Y= -57, Z= -220 | 
[2023-07-23 18:02:09] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -18, Y= -58, Z= -220 | 
[2023-07-23 18:02:09] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -18, Y= -58, Z= -221 | 
[2023-07-23 18:02:10] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -18, Y= -57, Z= -221 | 
[2023-07-23 18:02:10] [world] The Player <wqe123420> has picked 4 of DIAMOND at X= -18, Y= -59, Z= -221 | 
[2023-07-23 18:02:11] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -18, Y= -58, Z= -222 | 
[2023-07-23 18:02:11] [world] The Player <wqe123420> has picked 4 of DIAMOND at X= -18, Y= -59, Z= -222 | 
[2023-07-23 18:02:12] [world] The Player <wqe123420> has picked 1 of DIAMOND at X= -19, Y= -58, Z= -221 | 
[2023-07-23 18:02:12] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -18, Y= -59, Z= -221 | 
[2023-07-23 18:02:13] [world] The Player <wqe123420> has picked 3 of DIAMOND at X= -18, Y= -60, Z= -222 | 
[2023-07-23 18:02:14] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -18, Y= -60, Z= -222 | 
[2023-07-23 18:02:14] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -19, Y= -60, Z= -222 | 
[2023-07-23 18:02:14] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -19, Y= -59, Z= -223 | 
[2023-07-23 18:02:17] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -20, Y= -59, Z= -222 | 
[2023-07-23 18:02:19] [world] The Player <wqe123420> has picked 2 of COBBLED_DEEPSLATE at X= -19, Y= -59, Z= -221 | 
[2023-07-23 18:02:19] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -20, Y= -59, Z= -222 | 
[2023-07-23 18:02:20] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -21, Y= -58, Z= -222 | 
[2023-07-23 18:02:21] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -22, Y= -59, Z= -222 | 
[2023-07-23 18:02:21] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -21, Y= -58, Z= -223 | 
[2023-07-23 18:02:21] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -21, Y= -59, Z= -223 | 
[2023-07-23 18:02:22] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -22, Y= -58, Z= -223 | 
[2023-07-23 18:02:22] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -22, Y= -59, Z= -223 | 
[2023-07-23 18:02:23] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -22, Y= -58, Z= -224 | 
[2023-07-23 18:02:23] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -22, Y= -59, Z= -224 | 
[2023-07-23 18:02:24] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -22, Y= -60, Z= -224 | 
[2023-07-23 18:02:24] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -22, Y= -61, Z= -224 | 
[2023-07-23 18:02:25] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -22, Y= -61, Z= -224 | 
[2023-07-23 18:02:25] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -22, Y= -60, Z= -225 | 
[2023-07-23 18:02:26] [world] The Player <wqe123420> has picked 3 of DIAMOND at X= -22, Y= -62, Z= -225 | 
[2023-07-23 18:02:26] [world] The Player <wqe123420> has picked 1 of DIAMOND at X= -23, Y= -62, Z= -225 | 
[2023-07-23 18:02:27] [world] The Player <wqe123420> has picked 2 of DIAMOND at X= -22, Y= -62, Z= -225 | 
[2023-07-23 18:02:27] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -22, Y= -63, Z= -225 | 
[2023-07-23 18:03:00] [world] The Player <wqe123420> has picked 4 of ROTTEN_FLESH at X= -29, Y= -55, Z= -193 | 
[2023-07-23 18:03:07] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -33, Y= -55, Z= -168 | 
[2023-07-23 18:03:07] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -35, Y= -54, Z= -168 | 
[2023-07-23 18:03:08] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -35, Y= -55, Z= -168 | 
[2023-07-23 18:03:08] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -35, Y= -56, Z= -168 | 
[2023-07-23 18:03:08] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -35, Y= -57, Z= -168 | 
[2023-07-23 18:03:09] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -35, Y= -58, Z= -168 | 
[2023-07-23 18:03:09] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -35, Y= -57, Z= -167 | 
[2023-07-23 18:03:10] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -35, Y= -58, Z= -168 | 
[2023-07-23 18:03:10] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -35, Y= -58, Z= -167 | 
[2023-07-23 18:03:11] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -36, Y= -58, Z= -167 | 
[2023-07-23 18:03:11] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -36, Y= -57, Z= -167 | 
[2023-07-23 18:03:12] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -36, Y= -58, Z= -166 | 
[2023-07-23 18:03:12] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -37, Y= -57, Z= -166 | 
[2023-07-23 18:03:12] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -37, Y= -58, Z= -166 | 
[2023-07-23 18:03:13] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -38, Y= -58, Z= -166 | 
[2023-07-23 18:03:13] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -38, Y= -57, Z= -166 | 
[2023-07-23 18:03:14] [world] The Player <wqe123420> has picked 1 of DIAMOND at X= -38, Y= -59, Z= -166 | 
[2023-07-23 18:03:14] [world] The Player <wqe123420> has picked 1 of DIAMOND at X= -38, Y= -60, Z= -166 | 
[2023-07-23 18:03:14] [world] The Player <wqe123420> has picked 1 of DIAMOND at X= -38, Y= -60, Z= -166 | 
[2023-07-23 18:03:15] [world] The Player <wqe123420> has picked 3 of DIAMOND at X= -38, Y= -59, Z= -165 | 
[2023-07-23 18:03:15] [world] The Player <wqe123420> has picked 1 of DIAMOND at X= -38, Y= -59, Z= -166 | 
[2023-07-23 18:03:15] [world] The Player <wqe123420> has picked 4 of DIAMOND at X= -38, Y= -60, Z= -165 | 
[2023-07-23 18:03:16] [world] The Player <wqe123420> has picked 1 of DIAMOND at X= -39, Y= -59, Z= -166 | 
[2023-07-23 18:03:16] [world] The Player <wqe123420> has picked 1 of DIAMOND at X= -39, Y= -59, Z= -165 | 
[2023-07-23 18:03:17] [world] The Player <wqe123420> has picked 3 of DIAMOND at X= -39, Y= -60, Z= -166 | 
[2023-07-23 18:03:17] [world] The Player <wqe123420> has picked 3 of DIAMOND at X= -39, Y= -60, Z= -165 | 
[2023-07-23 18:03:27] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -34, Y= -55, Z= -156 | 
[2023-07-23 18:03:28] [world] The Player <wqe123420> has picked 2 of COBBLED_DEEPSLATE at X= -35, Y= -56, Z= -154 | 
[2023-07-23 18:03:28] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -35, Y= -55, Z= -154 | 
[2023-07-23 18:03:28] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -36, Y= -56, Z= -154 | 
[2023-07-23 18:03:29] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -37, Y= -55, Z= -154 | 
[2023-07-23 18:03:29] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -36, Y= -56, Z= -154 | 
[2023-07-23 18:03:30] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -38, Y= -55, Z= -154 | 
[2023-07-23 18:03:30] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -37, Y= -56, Z= -154 | 
[2023-07-23 18:03:31] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -39, Y= -55, Z= -154 | 
[2023-07-23 18:03:31] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -39, Y= -56, Z= -154 | 
[2023-07-23 18:03:33] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -40, Y= -56, Z= -154 | 
[2023-07-23 18:03:33] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -39, Y= -56, Z= -154 | 
[2023-07-23 18:03:34] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -41, Y= -55, Z= -154 | 
[2023-07-23 18:03:34] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -40, Y= -56, Z= -154 | 
[2023-07-23 18:03:35] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -42, Y= -55, Z= -154 | 
[2023-07-23 18:03:35] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -42, Y= -56, Z= -154 | 
[2023-07-23 18:03:36] [world] The Player <wqe123420> has picked 2 of COBBLED_DEEPSLATE at X= -43, Y= -56, Z= -154 | 
[2023-07-23 18:03:37] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -43, Y= -56, Z= -154 | 
[2023-07-23 18:03:38] [world] The Player <wqe123420> has picked 2 of DIAMOND at X= -43, Y= -56, Z= -155 | 
[2023-07-23 18:03:39] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -44, Y= -55, Z= -155 | 
[2023-07-23 18:03:39] [world] The Player <wqe123420> has picked 1 of DIAMOND at X= -44, Y= -56, Z= -155 | 
[2023-07-23 18:03:40] [world] The Player <wqe123420> has picked 1 of DIAMOND at X= -44, Y= -56, Z= -155 | 
[2023-07-23 18:03:40] [world] The Player <wqe123420> has picked 2 of DIAMOND at X= -44, Y= -57, Z= -155 | 
[2023-07-23 18:03:40] [world] The Player <wqe123420> has picked 3 of DIAMOND at X= -44, Y= -57, Z= -155 | 
[2023-07-23 18:03:41] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -44, Y= -55, Z= -155 | 
[2023-07-23 18:03:41] [world] The Player <wqe123420> has picked 1 of DIAMOND at X= -44, Y= -56, Z= -156 | 
[2023-07-23 18:03:42] [world] The Player <wqe123420> has picked 1 of DIAMOND at X= -45, Y= -56, Z= -155 | 
[2023-07-23 18:03:45] [world] The Player <wqe123420> has picked 2 of COBBLED_DEEPSLATE at X= -45, Y= -56, Z= -155 | 
[2023-07-23 18:03:45] [world] The Player <wqe123420> has picked 7 of DIAMOND at X= -45, Y= -56, Z= -154 | 
[2023-07-23 18:03:46] [world] The Player <wqe123420> has picked 1 of DIAMOND at X= -45, Y= -56, Z= -153 | 
[2023-07-23 18:04:58] [world] The Player <wqe123420> has picked 1 of ELYTRA at X= 3, Y= 54, Z= -320 | §b超级夜鹰护符
[2023-07-23 18:06:19] [world] The Player <wqe123420> has picked 1 of DIORITE at X= -28, Y= 22, Z= -195 | 
[2023-07-23 18:06:19] [world] The Player <wqe123420> has picked 1 of DIORITE at X= -28, Y= 21, Z= -195 | 
[2023-07-23 18:06:20] [world] The Player <wqe123420> has picked 24 of LAPIS_LAZULI at X= -28, Y= 20, Z= -195 | 
[2023-07-23 18:06:20] [world] The Player <wqe123420> has picked 7 of LAPIS_LAZULI at X= -28, Y= 20, Z= -195 | 
[2023-07-23 18:06:20] [world] The Player <wqe123420> has picked 21 of LAPIS_LAZULI at X= -28, Y= 19, Z= -195 | 
[2023-07-23 18:06:21] [world] The Player <wqe123420> has picked 1 of DIORITE at X= -28, Y= 19, Z= -194 | 
[2023-07-23 18:06:22] [world] The Player <wqe123420> has picked 1 of COBBLESTONE at X= -28, Y= 19, Z= -194 | 
[2023-07-23 18:06:22] [world] The Player <wqe123420> has picked 1 of COBBLESTONE at X= -28, Y= 19, Z= -194 | 
